id,age,gender,education_level,major,family_income,family_size,housing_condition,financial_aid,poverty_level
550,23,F,硕士,计算机科学,30638,2,128,0,2
551,27,M,硕士,生物科学,74185,2,117,1,2
552,25,M,博士,物理学,73949,5,59,0,2
553,24,F,硕士,生物科学,68624,4,146,1,2
554,23,F,硕士,物理学,68098,3,94,1,1
555,28,F,本科,物理学,53566,5,133,1,1
556,29,F,本科,计算机科学,74469,6,183,1,2
557,21,F,硕士,生物科学,58933,2,195,0,3
558,26,F,硕士,计算机科学,82340,5,89,0,3
559,26,M,硕士,计算机科学,46774,5,162,1,1
560,25,F,硕士,生物科学,52711,6,187,1,1
561,26,M,本科,物理学,49703,5,142,0,2
562,27,F,本科,物理学,68954,5,184,1,2
563,20,F,硕士,计算机科学,47749,6,100,0,2
564,28,M,本科,计算机科学,73390,2,116,1,2
565,22,F,硕士,物理学,88954,5,135,0,2
566,27,M,硕士,生物科学,97620,2,192,1,1
567,22,M,本科,计算机科学,91930,2,188,1,2
568,23,M,博士,计算机科学,62325,2,198,0,2
569,22,F,硕士,计算机科学,62938,5,159,0,2
570,29,F,本科,物理学,35300,5,152,1,2
571,21,M,硕士,物理学,55919,5,71,1,1
572,21,M,硕士,计算机科学,51120,6,106,0,3
573,21,M,硕士,计算机科学,65692,5,59,0,2
574,27,M,硕士,计算机科学,55643,6,69,0,2
575,22,M,硕士,计算机科学,73910,2,197,1,1
576,30,F,硕士,计算机科学,30221,4,71,0,3
577,21,M,博士,生物科学,69295,6,94,0,3
578,28,F,本科,计算机科学,91865,4,162,0,3
579,27,M,本科,生物科学,93673,3,126,0,2
580,26,M,博士,计算机科学,83038,3,71,1,1
581,27,M,博士,计算机科学,81068,6,146,1,2
582,30,M,博士,计算机科学,65122,2,79,0,2
583,27,M,硕士,生物科学,98242,3,68,0,3
584,21,F,本科,物理学,36942,3,141,1,2
585,21,F,博士,生物科学,57893,3,147,1,1
586,22,F,博士,物理学,40169,3,135,0,3
587,22,M,硕士,生物科学,42707,3,188,1,1
588,20,F,博士,生物科学,55554,5,192,0,3
589,21,F,博士,物理学,89734,2,185,1,2
590,27,M,博士,生物科学,50836,6,97,0,2
591,20,M,本科,物理学,54644,4,200,1,1
592,30,M,硕士,物理学,67463,4,171,1,1
593,23,M,本科,物理学,54662,5,158,1,1
594,26,F,硕士,物理学,71735,4,62,1,1
595,20,M,本科,物理学,78429,4,55,1,2
596,29,F,硕士,物理学,66155,2,103,0,2
597,29,F,硕士,生物科学,96948,6,110,0,3
598,21,F,博士,物理学,94456,5,106,0,3
599,26,M,博士,计算机科学,61893,5,184,1,2
600,24,F,博士,生物科学,45525,5,83,0,2
601,23,M,硕士,物理学,68164,3,194,0,2
602,26,F,博士,计算机科学,72337,2,166,0,2
603,28,M,硕士,物理学,38342,6,72,0,3
604,25,M,本科,物理学,91570,2,122,1,1
605,20,F,硕士,物理学,79268,5,198,0,3
606,25,M,博士,物理学,30841,2,168,0,2
607,26,F,博士,物理学,62527,3,61,0,2
608,20,F,硕士,物理学,58645,3,100,0,2
609,24,M,本科,生物科学,66770,5,113,1,1
610,24,F,本科,生物科学,73483,5,198,1,2
611,24,F,博士,生物科学,34556,5,110,0,2
612,27,F,硕士,计算机科学,71698,2,88,1,2
613,27,M,硕士,生物科学,73985,5,90,0,2
614,29,M,本科,物理学,60397,4,148,1,2
615,30,M,硕士,生物科学,82141,2,144,0,3
616,23,F,博士,生物科学,32407,2,190,0,2
617,21,F,本科,计算机科学,63354,3,190,1,2
618,22,F,博士,计算机科学,82495,4,182,1,1
619,30,F,硕士,计算机科学,89247,2,56,1,2
620,27,F,本科,计算机科学,92660,6,110,1,1
621,28,F,本科,物理学,45920,6,157,0,2
622,28,F,本科,计算机科学,75325,2,191,1,1
623,21,F,本科,物理学,74074,2,165,1,1
624,27,F,本科,计算机科学,59728,5,170,0,2
625,29,M,硕士,物理学,72870,2,106,1,1
626,25,M,博士,物理学,46142,6,59,0,3
627,25,F,本科,生物科学,65459,3,76,1,2
628,24,M,本科,计算机科学,45482,6,100,1,2
629,26,F,本科,物理学,72856,2,124,1,1
630,23,F,博士,计算机科学,35972,4,174,0,3
631,20,M,博士,计算机科学,65733,3,76,0,3
632,25,F,硕士,生物科学,78203,5,92,0,2
633,20,M,博士,物理学,76847,3,109,1,1
634,23,F,本科,计算机科学,62960,3,128,1,1
635,21,M,博士,计算机科学,85030,3,77,0,2
636,28,F,博士,生物科学,40453,4,93,0,3
637,21,M,硕士,计算机科学,57368,5,148,1,1
638,20,M,博士,物理学,37104,2,195,0,2
639,22,M,硕士,物理学,90033,4,140,1,1
640,30,M,硕士,计算机科学,53686,2,198,0,3
641,27,F,硕士,物理学,77322,5,163,0,3
642,22,M,博士,物理学,78075,3,61,0,3
643,28,M,本科,物理学,67919,3,84,1,2
644,30,M,博士,生物科学,70613,5,145,0,3
645,27,F,博士,物理学,66192,4,143,0,2
646,28,F,博士,生物科学,95475,5,158,0,2
647,29,M,博士,计算机科学,30005,5,105,0,3
648,23,M,博士,物理学,74320,2,50,1,1
649,23,F,博士,生物科学,86737,2,116,0,2
650,22,M,博士,计算机科学,45505,4,80,0,3
651,28,M,本科,生物科学,83897,2,178,1,2
652,30,M,本科,计算机科学,77960,4,155,1,2
653,20,F,本科,生物科学,55818,2,62,1,2
654,23,M,硕士,物理学,58582,3,58,1,2
655,27,F,硕士,计算机科学,53537,6,143,0,2
656,29,F,本科,物理学,65120,4,180,1,1
657,29,F,本科,物理学,78030,2,167,1,2
658,22,F,本科,生物科学,65039,3,110,1,2
659,28,F,本科,生物科学,77323,3,72,1,2
660,26,M,本科,计算机科学,69186,3,164,1,1
661,29,M,硕士,生物科学,90476,6,124,0,2
662,20,M,本科,计算机科学,31243,4,161,1,1
663,23,M,博士,计算机科学,52769,4,50,0,2
664,23,M,硕士,物理学,39106,2,125,1,1
665,24,F,本科,物理学,41470,5,158,1,1
666,23,M,博士,物理学,68002,3,162,0,2
667,29,M,本科,计算机科学,59161,2,137,1,2
668,20,F,本科,计算机科学,39159,3,89,1,1
669,29,M,博士,生物科学,67639,4,122,1,1
670,26,M,硕士,物理学,75243,4,58,0,3
671,24,F,硕士,计算机科学,64443,6,189,0,3
672,29,M,博士,计算机科学,62055,5,187,0,2
673,25,F,博士,生物科学,71321,5,96,0,3
674,29,F,硕士,生物科学,31537,6,87,1,1
675,23,F,本科,计算机科学,92152,5,69,0,2
676,23,F,硕士,计算机科学,66482,5,167,1,2
677,23,M,本科,生物科学,45201,2,101,0,3
678,21,M,博士,生物科学,35513,6,168,0,2
679,28,M,硕士,生物科学,65069,6,96,1,2
680,28,M,本科,物理学,84908,2,82,1,1
681,29,F,本科,计算机科学,89944,2,148,0,3
682,27,F,硕士,生物科学,77830,4,153,1,2
683,25,M,博士,生物科学,35178,4,153,0,2
684,26,F,博士,物理学,93388,2,156,0,2
685,22,F,硕士,计算机科学,50211,3,105,1,2
686,21,M,本科,物理学,31850,6,104,0,3
687,21,F,博士,物理学,34351,2,145,0,3
688,24,M,博士,计算机科学,60811,3,145,0,2
689,27,M,本科,计算机科学,61176,2,101,0,2
690,30,F,博士,计算机科学,84080,2,120,0,3
691,23,M,本科,计算机科学,63863,3,122,1,2
692,20,F,硕士,计算机科学,60820,4,192,1,2
693,24,M,博士,物理学,46429,3,88,1,1
694,22,M,本科,计算机科学,71866,6,200,1,1
695,21,F,博士,生物科学,93424,5,166,0,2
696,24,F,博士,物理学,91008,5,133,0,3
697,25,F,硕士,物理学,54300,6,200,0,3
698,25,M,博士,物理学,53485,4,140,1,1
699,28,F,硕士,计算机科学,34471,5,94,0,2
700,21,M,博士,生物科学,37227,3,81,0,2
701,29,F,硕士,生物科学,58937,3,110,1,1
702,28,F,硕士,计算机科学,63300,2,91,0,3
703,21,M,硕士,计算机科学,42772,3,165,0,2
704,20,M,硕士,计算机科学,37048,6,187,1,1
705,21,F,博士,生物科学,98383,2,136,0,2
706,21,M,博士,生物科学,79774,5,124,0,2
707,28,F,硕士,计算机科学,78200,6,100,0,2
708,30,M,硕士,物理学,96668,5,132,0,3
709,29,M,博士,物理学,31845,6,90,1,1
710,28,F,硕士,物理学,65609,2,82,0,2
711,30,M,硕士,生物科学,50840,3,136,1,1
712,22,F,硕士,物理学,73830,2,186,1,1
713,20,M,硕士,生物科学,71935,4,125,0,2
714,23,F,本科,生物科学,30998,2,95,1,2
715,24,F,本科,物理学,74713,2,193,1,1
716,23,M,硕士,生物科学,84650,5,59,0,2
717,26,M,硕士,计算机科学,31653,3,181,1,1
718,27,M,硕士,计算机科学,61034,2,178,0,3
719,21,F,硕士,计算机科学,94025,2,98,0,2
720,29,F,硕士,生物科学,80067,3,177,1,1
721,20,M,博士,物理学,92866,2,79,0,3
722,28,M,硕士,物理学,93996,5,162,0,2
723,25,F,博士,计算机科学,98571,5,145,0,2
724,24,F,博士,物理学,67784,4,78,0,2
725,24,F,硕士,物理学,79092,4,89,1,1
726,20,M,博士,物理学,84583,6,56,1,1
727,20,M,本科,生物科学,98357,6,182,1,1
728,29,F,硕士,生物科学,62219,2,134,1,1
729,24,F,硕士,计算机科学,32807,5,162,0,3
730,30,M,博士,物理学,66853,2,122,0,3
731,25,F,硕士,计算机科学,93812,6,103,0,3
732,21,M,硕士,生物科学,86893,6,71,1,2
733,22,M,博士,物理学,41242,2,110,0,2
734,21,M,本科,生物科学,52018,5,91,1,1
735,24,M,博士,计算机科学,86897,3,186,0,3
736,21,M,博士,物理学,65284,2,147,1,1
737,21,M,本科,生物科学,32926,5,155,0,2
738,20,F,硕士,生物科学,58744,2,65,0,2
739,27,F,硕士,计算机科学,32878,3,63,0,3
740,23,F,博士,生物科学,70778,6,125,0,3
741,22,F,硕士,计算机科学,40821,5,106,1,2
742,27,M,本科,物理学,50599,2,186,0,2
743,20,F,硕士,计算机科学,50707,5,197,1,2
744,25,M,博士,生物科学,33331,5,120,0,2
745,23,F,博士,生物科学,65631,5,159,0,2
746,20,F,硕士,生物科学,30463,5,73,0,2
747,27,M,博士,计算机科学,98224,3,61,0,2
748,30,M,博士,计算机科学,84187,6,112,0,2
749,22,F,本科,计算机科学,52041,2,76,1,1
750,25,M,硕士,物理学,58638,4,69,0,3
751,26,F,硕士,生物科学,72094,2,157,1,2
752,27,F,硕士,生物科学,89837,2,182,0,3
753,29,F,本科,计算机科学,73256,6,157,1,2
754,24,F,博士,物理学,97874,3,179,0,2
755,27,F,本科,计算机科学,63509,2,78,1,1
756,23,M,博士,物理学,87896,2,58,0,3
757,21,F,本科,生物科学,40744,6,138,1,2
758,23,M,本科,生物科学,91010,3,137,1,1
759,28,F,博士,生物科学,45669,6,75,0,2
760,23,F,硕士,生物科学,45765,5,128,1,1
761,29,M,本科,计算机科学,69748,4,163,1,1
762,30,F,硕士,生物科学,78212,5,72,1,1
763,23,F,本科,生物科学,70902,4,136,1,1
764,29,F,硕士,计算机科学,41958,4,94,1,2
765,26,F,博士,计算机科学,32114,6,113,1,1
766,28,F,硕士,生物科学,62920,6,183,1,2
767,23,F,本科,计算机科学,50183,6,168,0,2
768,27,M,本科,计算机科学,74800,5,184,1,1
769,26,F,博士,物理学,68464,5,65,1,2
770,22,M,博士,计算机科学,95122,6,62,0,2
771,29,M,硕士,物理学,37191,6,155,0,2
772,30,M,硕士,物理学,60803,6,156,0,2
773,29,M,博士,物理学,41594,2,136,0,3
774,27,M,本科,生物科学,77975,6,167,1,1
775,20,M,本科,物理学,94721,2,99,1,1
776,21,M,硕士,物理学,94648,2,81,0,2
777,27,F,硕士,物理学,59947,6,168,0,3
778,30,F,硕士,物理学,83937,2,55,0,2
779,22,M,博士,计算机科学,42261,6,55,0,2
780,23,F,硕士,物理学,89512,6,55,1,2
781,20,M,硕士,物理学,34389,4,196,1,2
782,26,M,博士,计算机科学,99633,5,112,0,2
783,21,M,博士,计算机科学,70274,4,144,0,3
784,30,M,硕士,生物科学,73060,5,169,0,3
785,21,F,本科,生物科学,84448,5,50,0,2
786,25,M,博士,生物科学,83141,5,95,0,3
787,20,M,本科,物理学,67794,5,173,1,2
788,21,F,博士,生物科学,36489,3,101,0,2
789,24,F,本科,物理学,39897,2,70,1,1
790,30,M,本科,计算机科学,55253,6,179,1,2
791,25,F,硕士,物理学,53350,2,200,1,1
792,23,M,硕士,物理学,80531,5,59,0,2
793,21,M,本科,计算机科学,64631,2,155,0,2
794,29,M,博士,计算机科学,86257,6,60,0,2
795,25,F,博士,计算机科学,53392,2,87,0,3
796,29,F,本科,计算机科学,64975,2,66,1,2
797,29,M,博士,计算机科学,93919,3,158,0,3
798,22,F,本科,计算机科学,64356,2,176,1,1
799,28,M,博士,计算机科学,39066,6,169,0,2
800,21,M,博士,物理学,39344,5,147,0,3
801,23,F,本科,生物科学,80513,6,90,0,2
802,21,M,博士,生物科学,68726,5,187,0,3
803,22,M,本科,计算机科学,59151,3,60,1,2
804,26,F,博士,生物科学,50952,5,100,1,1
805,27,M,博士,计算机科学,91449,4,159,0,3
806,27,F,本科,生物科学,75402,2,174,1,2
807,27,M,硕士,计算机科学,55741,4,151,1,1
808,24,F,本科,计算机科学,41133,5,59,0,2
809,25,M,本科,计算机科学,36679,4,140,0,3
810,26,M,本科,物理学,67629,6,165,0,3
811,28,F,博士,物理学,43215,4,186,0,2
812,23,M,硕士,计算机科学,97242,2,168,0,2
813,22,M,博士,生物科学,45271,3,66,1,1
814,21,M,本科,生物科学,86200,3,88,0,2
815,26,F,本科,物理学,83900,2,164,0,3
816,21,F,本科,计算机科学,66832,6,145,0,3
817,21,M,本科,物理学,54742,3,195,1,2
818,22,F,硕士,物理学,83373,2,93,0,3
819,21,M,本科,计算机科学,83809,6,60,0,3
820,25,F,硕士,物理学,82040,5,101,1,2
821,30,F,硕士,物理学,54711,3,139,1,2
822,22,F,本科,计算机科学,35325,4,180,1,2
823,30,M,硕士,计算机科学,77820,3,129,0,2
824,24,F,博士,计算机科学,54010,3,111,0,3
825,24,M,博士,计算机科学,45311,6,86,1,1
826,24,M,硕士,生物科学,59980,6,120,1,2
827,30,F,博士,生物科学,74126,2,112,0,2
828,29,F,博士,物理学,78255,6,155,0,3
829,24,M,博士,计算机科学,79029,5,141,0,2
830,29,F,本科,生物科学,48227,6,87,1,1
831,21,F,博士,物理学,31403,5,95,1,1
832,25,F,博士,计算机科学,99223,3,118,0,2
833,27,M,博士,物理学,34145,6,117,0,2
834,23,M,博士,生物科学,79448,2,93,0,3
835,29,M,本科,物理学,40962,4,107,1,2
836,28,M,本科,生物科学,53859,4,144,1,1
837,30,F,本科,物理学,56520,5,100,1,1
838,26,F,博士,物理学,35968,6,141,0,2
839,29,F,硕士,生物科学,40774,5,88,1,1
840,22,M,硕士,生物科学,51896,4,130,1,1
841,26,F,博士,物理学,89344,4,149,0,3
842,23,M,硕士,物理学,51606,6,174,0,2
843,26,F,本科,物理学,77378,3,124,1,1
844,20,M,硕士,计算机科学,48313,6,120,0,3
845,23,M,硕士,计算机科学,36616,5,79,0,2
846,25,F,博士,物理学,57072,2,192,0,3
847,25,F,本科,生物科学,79783,5,102,1,2
848,28,M,博士,计算机科学,54780,4,64,0,3
849,26,M,本科,物理学,81866,5,125,1,2
850,27,M,硕士,生物科学,71613,4,66,1,1
851,22,M,硕士,物理学,40651,6,132,0,3
852,28,M,硕士,物理学,45208,4,62,0,2
853,29,F,博士,计算机科学,71715,6,172,0,3
854,26,F,博士,生物科学,55000,3,54,0,2
855,22,M,博士,计算机科学,65299,4,132,0,3
856,26,M,博士,生物科学,33936,3,98,0,3
857,23,M,硕士,生物科学,75152,6,146,0,3
858,23,M,硕士,物理学,34482,5,151,0,3
859,29,F,本科,物理学,36019,2,72,1,2
860,28,F,硕士,生物科学,48931,6,90,0,2
861,29,F,本科,计算机科学,76672,3,62,1,2
862,25,F,硕士,计算机科学,71845,4,108,1,1
863,30,M,本科,物理学,78042,6,134,1,1
864,23,M,博士,物理学,96659,6,51,0,2
865,30,M,硕士,计算机科学,87509,5,187,1,2
866,21,M,硕士,物理学,64767,2,69,1,2
867,21,F,博士,物理学,83691,5,140,1,2
868,20,M,硕士,生物科学,43427,4,50,1,1
869,23,M,博士,物理学,44311,2,111,0,3
870,23,M,博士,生物科学,46351,4,57,1,2
871,21,M,博士,计算机科学,85575,5,75,0,3
872,25,F,硕士,生物科学,45236,4,160,1,1
873,25,F,本科,生物科学,79247,5,141,1,2
874,30,M,硕士,物理学,95689,2,57,1,1
875,21,F,硕士,物理学,88742,2,139,0,2
876,29,F,博士,物理学,55401,3,155,0,3
877,20,M,本科,物理学,97655,3,125,1,2
878,27,M,本科,物理学,97173,2,107,1,2
879,27,F,硕士,计算机科学,46639,6,123,0,2
880,27,F,本科,生物科学,94956,4,59,1,1
881,27,F,本科,物理学,30836,2,118,1,2
882,21,F,博士,生物科学,95375,3,193,1,1
883,29,F,博士,生物科学,61512,5,194,0,2
884,20,M,博士,计算机科学,87235,5,95,0,2
885,22,M,硕士,计算机科学,34130,5,110,0,3
886,22,F,硕士,计算机科学,76436,6,152,0,3
887,21,M,博士,生物科学,71724,2,79,0,3
888,27,F,本科,生物科学,81955,6,154,1,2
889,29,M,本科,计算机科学,53344,4,118,0,3
890,25,M,博士,物理学,38486,5,134,0,2
891,23,F,本科,物理学,84032,2,153,1,2
892,28,F,硕士,计算机科学,45736,4,112,1,1
893,24,M,本科,生物科学,71757,2,121,1,2
894,25,F,硕士,物理学,95383,2,58,0,2
895,22,M,博士,计算机科学,89620,4,89,1,2
896,28,M,硕士,计算机科学,35887,3,149,1,1
897,25,F,博士,物理学,75175,5,105,0,2
898,26,F,本科,物理学,47355,5,178,1,1
899,26,F,硕士,生物科学,35729,4,175,0,2
900,25,F,硕士,生物科学,90254,2,107,1,1
901,24,F,硕士,物理学,30217,5,128,1,2
902,29,M,本科,计算机科学,53478,4,126,1,2
903,20,M,博士,生物科学,30958,5,154,0,3
904,21,M,博士,物理学,64184,4,189,0,2
905,30,F,博士,生物科学,99839,6,81,1,1
906,27,F,博士,计算机科学,36831,5,133,1,1
907,29,F,博士,物理学,56551,3,70,1,1
908,25,F,硕士,生物科学,32799,3,199,0,2
909,26,M,本科,物理学,45720,6,157,1,2
910,29,F,博士,物理学,86485,6,156,0,2
911,20,M,博士,计算机科学,62829,2,192,1,1
912,21,F,本科,计算机科学,88604,5,151,0,2
913,25,F,本科,物理学,76143,2,101,1,2
914,26,F,本科,物理学,65322,4,177,1,1
915,21,F,硕士,生物科学,59381,4,155,0,2
916,29,F,硕士,计算机科学,41921,2,175,0,2
917,26,M,本科,生物科学,69763,3,153,0,3
918,25,M,本科,物理学,43149,4,167,1,1
919,30,M,博士,计算机科学,75083,5,79,0,3
920,22,F,博士,物理学,69729,3,57,1,1
921,29,M,硕士,物理学,78220,2,155,0,2
922,22,F,硕士,计算机科学,58295,3,128,1,1
923,30,M,本科,计算机科学,57707,6,60,1,1
924,24,M,硕士,计算机科学,65329,5,192,0,2
925,22,F,硕士,物理学,46381,2,138,1,1
926,21,F,本科,物理学,33840,3,106,1,1
927,30,F,博士,物理学,33284,2,198,0,3
928,28,M,本科,物理学,55559,6,176,1,1
929,21,M,本科,计算机科学,47760,3,110,0,2
930,27,F,硕士,计算机科学,87206,2,52,0,3
931,24,F,博士,生物科学,68134,3,142,1,1
932,24,F,本科,生物科学,90811,5,113,1,2
933,23,M,硕士,计算机科学,98423,2,130,0,2
934,28,M,硕士,计算机科学,74582,2,177,1,2
935,25,F,博士,计算机科学,48726,4,185,0,2
936,20,M,本科,物理学,74353,2,67,0,3
937,28,M,博士,物理学,99567,3,139,1,1
938,22,F,博士,生物科学,90459,6,92,0,2
939,23,M,硕士,物理学,74840,3,142,0,2
940,30,M,本科,计算机科学,33039,4,167,1,2
941,20,F,硕士,计算机科学,96884,6,182,1,1
942,20,M,硕士,生物科学,42438,5,91,1,2
943,20,F,硕士,生物科学,84555,3,116,0,3
944,21,M,硕士,生物科学,52156,4,137,1,2
945,24,F,博士,物理学,96680,5,142,0,3
946,27,F,博士,生物科学,83888,5,183,0,3
947,22,M,硕士,生物科学,81383,3,179,0,2
948,30,F,硕士,生物科学,52082,4,184,0,2
949,21,M,硕士,生物科学,75235,6,194,1,1
950,30,F,本科,计算机科学,84222,5,66,1,2
951,26,M,博士,物理学,85934,3,128,0,2
952,23,F,本科,计算机科学,50855,5,58,1,2
953,20,M,博士,物理学,33897,3,134,0,2
954,26,F,本科,生物科学,90230,2,171,1,2
955,21,M,本科,生物科学,34004,6,70,1,2
956,26,M,本科,生物科学,80574,3,176,1,1
957,23,M,硕士,计算机科学,91321,3,110,1,2
958,27,M,本科,生物科学,84225,3,80,1,2
959,21,F,博士,生物科学,98997,2,108,1,2
960,25,M,硕士,生物科学,63015,3,197,1,1
961,23,M,本科,计算机科学,52310,6,89,1,2
962,28,F,博士,物理学,67913,6,96,0,3
963,26,F,博士,生物科学,50704,5,118,0,2
964,29,M,本科,计算机科学,92517,5,116,1,2
965,22,M,硕士,生物科学,34039,3,109,0,2
966,30,F,硕士,计算机科学,97008,6,87,1,1
967,22,F,本科,物理学,87951,4,103,1,2
968,22,F,硕士,生物科学,49071,5,110,0,3
969,26,F,硕士,生物科学,45649,6,54,0,3
970,26,M,博士,计算机科学,64091,6,80,1,1
971,20,F,博士,物理学,39268,2,155,1,1
972,27,F,本科,物理学,42476,6,195,1,1
973,22,F,硕士,物理学,47157,2,193,0,2
974,25,F,博士,计算机科学,52985,4,56,1,2
975,29,F,硕士,物理学,93136,3,51,0,3
976,23,M,硕士,生物科学,61816,4,98,0,3
977,23,M,本科,生物科学,31031,6,122,1,1
978,28,M,硕士,生物科学,55400,4,93,0,2
979,21,F,本科,计算机科学,35082,5,158,0,3
980,21,F,硕士,物理学,34624,3,156,0,3
981,28,F,本科,计算机科学,86519,2,191,0,3
982,25,M,硕士,生物科学,44330,6,92,0,2
983,21,F,本科,物理学,87016,3,72,1,1
984,24,M,本科,生物科学,77478,4,156,1,2
985,25,M,硕士,物理学,79862,6,180,0,2
986,28,F,本科,计算机科学,37189,3,109,1,1
987,24,M,博士,计算机科学,53440,5,92,0,3
988,22,M,硕士,计算机科学,40779,3,51,1,1
989,23,F,博士,计算机科学,83386,5,139,0,3
990,27,M,硕士,计算机科学,44158,3,141,0,3
991,21,M,博士,生物科学,60213,6,148,1,1
992,27,M,博士,计算机科学,93522,3,60,0,3
993,24,F,本科,物理学,97118,3,124,1,2
994,22,M,博士,物理学,98993,4,183,0,3
995,27,F,硕士,生物科学,73226,2,99,0,2
996,26,F,硕士,计算机科学,31050,6,112,0,2
997,22,M,硕士,物理学,42243,2,109,0,2
998,29,M,本科,物理学,54935,3,135,1,1
999,21,F,本科,生物科学,87145,4,73,0,2
1000,27,F,博士,物理学,33964,4,89,0,2
1001,28,M,硕士,计算机科学,77226,5,73,1,1
1002,20,M,硕士,计算机科学,87150,4,194,1,1
1003,25,F,硕士,物理学,55129,4,105,1,1
1004,26,M,本科,计算机科学,44883,6,193,0,2
1005,20,M,硕士,物理学,59484,2,182,0,2
1006,20,F,本科,物理学,54085,5,198,1,1
1007,26,F,博士,生物科学,99619,4,171,0,2
1008,29,F,硕士,计算机科学,38391,6,141,1,1
